region,customer,total_sales,sales_rank
Gujarat,KHAMBHAT,2560.00,90
Gujarat,"KALOL PANCH MAHALS DISTRICT",2547.00,91
Gujarat,DEESA,2431.00,92
Gujarat,"VERAVAL RAJKOT DISTRICT",2427.48,93
Gujarat,KHEDA,2425.00,94
Gujarat,VAGHODIA,2425.00,94
Gujarat,"MANDVI SURAT DISTRICT",2408.00,96
Gujarat,"GANDHI NAGAR",2406.00,97
Gujarat,ahemadabad,2403.00,98
Gujarat,KESHOD,2395.00,99
Gujarat,BAYAD,2375.00,100
Gujarat,MUNDRA,2317.00,101
Gujarat,Jetpur,2309.00,102
Gujarat,Jhalod,2258.00,103
Gujarat,"Sargasan, Gandhinagar",2238.00,104
Gujarat,Lakhani,2230.00,105
Gujarat,BALASINOR,2226.00,106
Gujarat,BHABHAR,2182.20,107
Gujarat,"KARAMSAD ANAND",2176.00,108
Gujarat,Dahod,2152.00,109
Gujarat,UNJHA,2133.00,110
Gujarat,"Jetpur gujarat",2088.00,111
Gujarat,DHARAMPUR,2074.00,112
Gujarat,MITHAPUR,1998.00,113
Gujarat,MODASA,1975.00,114
Gujarat,BOTAD,1971.48,115
Gujarat,"JHAGADIYA INDUSTRIAL AREA",1968.00,116
Gujarat,MANGROL,1930.00,117
Gujarat,BAGASARA,1918.86,118
Gujarat,Chandkheda,1861.00,119
Gujarat,MEGHRAJ,1858.00,120
Gujarat,KHAMBHALIA,1853.00,121
Gujarat,DAKOR,1827.00,122
Gujarat,BORSAD,1811.00,123
Gujarat,SHEHERA,1796.20,124
Gujarat,ATUL,1795.00,125
Gujarat,"Karamsad - anand",1746.00,126
Gujarat,unai,1691.00,127
Gujarat,PALITANA,1683.00,128
Gujarat,Gariyadhar,1648.00,129
Gujarat,Zundal,1632.20,130
Gujarat,KARJAN,1619.00,131
Gujarat,"VAPI valsad",1582.00,132
Gujarat,WANKANER,1576.00,133
Gujarat,Vadnagar,1576.00,133
Gujarat,MANDVI,1559.00,135
Gujarat,DEDIAPADA,1551.00,136
Gujarat,DEODAR,1550.00,137
Gujarat,"South Bopal, Ahmedabad",1542.00,138
Gujarat,"PANCH MAHALS",1502.00,139
Gujarat,Di-Tapi,1497.00,140
Gujarat,HIMATNAGAR,1496.00,141
Gujarat,"AHMEDABAD,",1488.00,142
Gujarat,vijapur,1480.00,143
Gujarat,Shamlaji,1450.00,144
Gujarat,VADALI,1442.00,145
Gujarat,"Vallabh Vidyanagar",1421.00,146
Gujarat,"Sargasan Village",1407.00,147
Gujarat,"at and post nabipur .. dist bharuch",1391.12,148
Gujarat,TALALA,1366.00,149
Gujarat,"At post Unai,ta vansda di navsari",1360.00,150
Gujarat,"Bodakdev, Ahmedabad",1332.00,151
Gujarat,UKAI,1308.00,152
Gujarat,Bhadarva,1306.00,153
Gujarat,"DAHEJ SIR",1289.00,154
Gujarat,ANKLAV,1286.00,155
Gujarat,"Ankleshwar, Dist-Bharuch",1262.00,156
Gujarat,Mehsana,1251.00,157
Gujarat,Okha,1224.00,158
Gujarat,"VADODARA 390019",1218.00,159
Gujarat,PRANTIJ,1190.00,160
Gujarat,"SG Highway Ahmedabad",1176.00,161
Gujarat,"CHHAYA, PORBANDAR",1168.00,162
Gujarat,BODELI,1163.00,163
Gujarat,"Veraval, Dist- Gir Somnath",1163.00,163
Gujarat,SAVARKUNDLA,1142.00,165
Gujarat,KHAROD,1126.00,166
Gujarat,VIJALPOR,1125.00,167
Gujarat,"VILAYAT GIDC , Bharuch",1107.00,168
Gujarat,BAVLA,1103.00,169
Gujarat,Naliya,1083.00,170
Gujarat,DHANDHUKA,1061.00,171
Gujarat,"VADODARA - 390019",1036.00,172
Gujarat,PADRA,1034.00,173
Gujarat,Kudasan,1033.00,174
Gujarat,Dolvan,999.00,175
Gujarat,"Nana kapaya, Mundra",987.00,176
Gujarat,"GWC TOWNSHIP KOVAYA",974.00,177
Gujarat,KUTIYANA,969.00,178
Gujarat,CHHAPI,967.00,179
Gujarat,HALVAD,965.00,180
Gujarat,BHILAD,942.00,181
Gujarat,"GIDC PANOLI",942.00,181
Gujarat,Kathor,936.00,183
Gujarat,"AHMEDABAD 380014",918.00,184
Gujarat,VIRPUR,916.00,185
Gujarat,BAREJA,899.00,186
Gujarat,"Vadodara, Vadodara",885.00,187
Gujarat,Ahmedabad.,870.00,188
Gujarat,"Ellora Park, Vadodara",835.00,189
Gujarat,"Bopal ahmedabad",801.00,190
Gujarat,"SONGADH TAPI DISTRICT",788.00,191
Gujarat,"ADIPUR, GANDHIDHAM",787.00,192
Gujarat,RAJPIPLA,779.00,193
Gujarat,WAGHAI,775.00,194
Gujarat,Navasari,771.00,195
Gujarat,Okhaport,760.00,196
Gujarat,"ATUL dist. Valsad",760.00,196
Gujarat,SIHOR,759.00,198
Gujarat,Atkot,759.00,198
Gujarat,MEHMDABAD,755.58,200
Gujarat,"Opposite Air Force Station",743.00,201
Gujarat,"District Petlad 388160",735.00,202
Gujarat,Adipur,735.00,202
Gujarat,BARWALA,725.00,204
Gujarat,"Shela, Ahmedabad",709.00,205
Gujarat,"Nizar (bardoli)",699.00,206
Gujarat,"Vallabh Vidyanagar, ANAND",699.00,206
Gujarat,NANDEJ,690.48,208
Gujarat,WADHWAN,677.00,209
Gujarat,Vagra,666.00,210
Gujarat,UMRETH,665.00,211
Gujarat,Dharmaj,665.00,211
Gujarat,Ahmdabad,653.00,213
Gujarat,BABEN,635.00,214
Gujarat,"Premgadh ta. Jetpur",631.00,215
Gujarat,AHMEDABADvasna,612.00,216
Gujarat,Sukhsar,603.00,217
Gujarat,"Bharuch  Dehgam",601.92,218
Gujarat,RADHANPUR,599.00,219
Gujarat,TALAJA,599.00,219
Gujarat,SANTRAMPUR,599.00,219
Gujarat,OLPAD,597.00,222
Gujarat,Umargam,595.00,223
Gujarat,"Umalla ,di:Bharuch",593.00,224
Gujarat,"MANAVADAR, junagdh",565.00,225
Gujarat,"AHMEDABAD 380007",563.00,226
Gujarat,Sevaliya,563.00,226
Gujarat,CHHOTAUDEPUR,562.00,228
Gujarat,BEDI,549.00,229
Gujarat,"Jalundh khambhat",533.00,230
Gujarat,JALALPORE,521.00,231
Gujarat,"BAPUNAGAR,AHMEDABAD",517.00,232
Gujarat,BANTWA,507.00,233
Gujarat,Umbargam,499.00,234
Gujarat,HARIJ,499.00,234
Gujarat,"DHOLKA, Ahmedabad",499.00,234
Gujarat,Gandidham,496.00,237
Gujarat,"Veraval, District - Gir Somnath",495.00,238
Gujarat,KHAPAT,487.00,239
Gujarat,"Adajan Gam, Surat",486.00,240
Gujarat,VASAD,478.00,241
Gujarat,"Chandlodia, Ahmedabad",475.00,242
Gujarat,KHEDBRAHMA,471.00,243
Gujarat,Sanjan,471.00,243
Gujarat,LIMLA,471.00,243
Gujarat,Amalsad,457.00,246
Gujarat,gambhoi/Himmatnagar,453.00,247
Gujarat,KIM,449.00,248
Gujarat,VALLABHIPUR,449.00,248
Gujarat,"KHODIYAR, AHMEDABAD",449.00,248
Gujarat,Devdhari,435.00,251
Gujarat,Kevadiya,428.00,252
Gujarat,Danta,426.00,253
Gujarat,"Moti Bhoyan",413.00,254
Gujarat,"Chandkheda, ahmedabad",399.00,255
Gujarat,JAMJODHPUR,399.00,255
Gujarat,"Vyara, Tapi",376.00,257
Gujarat,"TA-idar,village- kadiyadara",376.00,257
Gujarat,Kathlal,330.00,259
Gujarat,LILIA,325.00,260
Gujarat,SAVLI,301.00,261
Gujarat,BHILODA,292.00,262
Gujarat,ADITYANA,292.00,262
Gujarat,BABRA,279.00,264
Gujarat,Uchchhal,0.00,265
Gujarat,"Navsari SURAT",0.00,265
Gujarat,BALIYASAN,0.00,265
HARYANA,GURUGRAM,1678391.99,1
HARYANA,FARIDABAD,687453.66,2
HARYANA,GURGAON,291225.55,3
HARYANA,PANCHKULA,138804.81,4
HARYANA,Sonipat,84062.00,5
HARYANA,AMBALA,64815.00,6
HARYANA,Hisar,63367.76,7
HARYANA,ROHTAK,63081.34,8
HARYANA,PANIPAT,60993.38,9
HARYANA,YAMUNANAGAR,56875.53,10
HARYANA,REWARI,55732.71,11
HARYANA,KARNAL,54505.00,12
HARYANA,BAHADURGARH,33645.91,13
HARYANA,KURUKSHETRA,31376.00,14
HARYANA,SOHNA,19891.00,15
HARYANA,FATEHABAD,19645.00,16
HARYANA,BHIWANI,19448.14,17
HARYANA,Mahendragarh,16681.00,18
HARYANA,NARNAUL,15452.01,19
HARYANA,JHAJJAR,15303.57,20
HARYANA,KAITHAL,15099.00,21
HARYANA,PALWAL,14919.00,22
HARYANA,JIND,14421.00,23
HARYANA,SIRSA,13736.10,24
HARYANA,DHARUHERA,13204.24,25
HARYANA,MANESAR,12273.00,26
HARYANA,"Ambala Cantt",11583.00,27
HARYANA,PATAUDI,10192.00,28
HARYANA,"CHANDI MANDIR",10136.00,29
HARYANA,"HSIIDC SOHNA",9891.14,30
HARYANA,PEHOWA,9171.00,31
HARYANA,KALKA,8107.48,32
HARYANA,HANSI,6748.00,33
HARYANA,SHAHBAD,6669.00,34
HARYANA,GOHANA,6536.00,35
HARYANA,HODAL,6242.36,36
HARYANA,BALLABGARH,5715.00,37
HARYANA,PINJORE,5440.76,38
HARYANA,"RAI INDUSTRIAL AREA",5311.00,39
HARYANA,"Plot no.7,Sector 47,Gurgaon",5088.00,40
HARYANA,MATENHAIL,4777.00,41
HARYANA,INDRI,4195.00,42
HARYANA,"AMBALA CITY",4120.00,43
HARYANA,BADLI,3955.00,44
HARYANA,KANINA,3869.00,45
HARYANA,BAWAL,3843.00,46
HARYANA,"MANDI DABWALI",3753.00,47
HARYANA,"KUNDLI INDUSTRIAL AREA",3627.00,48
HARYANA,Hissar,3255.00,49
HARYANA,"MAHENDRAGARH DISTRICT",3195.00,50
HARYANA,"FEROZEPUR JHIRKA",3048.00,51
HARYANA,PUNDRI,2822.00,52
HARYANA,TOHANA,2615.00,53
HARYANA,GANAUR,2543.00,54
HARYANA,MUSTAFABAD,2472.00,55
HARYANA,"Badshahpur Gurgaon",2472.00,55
HARYANA,GURUGAON,2457.00,57
HARYANA,"CHARKHI DADRI",2416.38,58
HARYANA,JAGADHRI,2384.00,59
HARYANA,ISMAILABAD,2365.00,60
HARYANA,Milakpur,2364.00,61
HARYANA,"Sector 53, Golf Course Road, Gurugram",2357.13,62
HARYANA,RADAUR,2244.00,63
HARYANA,KOSLI,2198.00,64
HARYANA,GHARAUNDA,2147.00,65
HARYANA,BERI,2131.00,66
HARYANA,GURUGRAMGurgaon,2017.00,67
HARYANA,"ROHTAK 124001",1995.00,68
HARYANA,"GREATER FARIDABAD",1945.00,69
HARYANA,Ratia,1926.00,70
HARYANA,TARAORI,1909.00,71
HARYANA,"City -dharuhera",1900.00,72
HARYANA,GURUGRAM.,1791.00,73
HARYANA,"Gurgaon, HSIIDC SOHNA",1755.00,74
HARYANA,NILOKHERI,1695.00,75
HARYANA,KALANWALI,1684.00,76
HARYANA,NUH,1638.00,77
HARYANA,"SOHNA ROAD",1576.00,78
HARYANA,TAORU,1571.00,79
HARYANA,FARRUKHNAGAR,1552.00,80
HARYANA,SAMALKHA,1518.00,81
HARYANA,ASSANDH,1504.00,82
HARYANA,Khedar,1406.00,83
HARYANA,BARARA,1349.00,84
HARYANA,"Panchgaon, manesar, Gurgaon",1349.00,84
HARYANA,"HSIIDC INDUSTRIAL ESTATE PANIPAT",1319.00,86
HARYANA,"RAI  industrial area",1308.00,87
HARYANA,"MEHAM DISTT. ROHTAK",1270.00,88
HARYANA,"Udyogh vihar phase 2",1245.72,89
HARYANA,NARWANA,1198.00,90
HARYANA,NARNAUND,1197.00,91
HARYANA,MAHAM,1186.00,92
HARYANA,"Safidon, Ditt. Jind",1186.00,92
HARYANA,Gurgoan,1163.00,94
HARYANA,"FARRUKH NAGAR",1152.00,95
HARYANA,"BINOLA INDUSTRIAL AREA",1131.00,96
HARYANA,"Faridabad my first floor",1126.00,97
HARYANA,FARIDABAD-121004,1112.00,98
HARYANA,"NAGAL CHAUDHRY",1099.00,99
HARYANA,"PANIPAT REFINERY TOWNSHIP",999.00,100
HARYANA,"Narwana, Jind",999.00,100
HARYANA,"Garhi Harsaru",969.00,102
HARYANA,"HSIIDC SOHNA, Gurugram",918.00,103
HARYANA,SAFIDON,916.14,104
HARYANA,Jathlana,906.00,105
HARYANA,"Mitrol,palwal",899.00,106
HARYANA,ATELI,891.00,107
HARYANA,BILASPUR,889.00,108
HARYANA,JAKHALMANDI,885.00,109
HARYANA,"FARIDABAD, Sector-91",870.00,110
HARYANA,Ballabhgarh,864.00,111
HARYANA,"INDUSTRIAL ESTATE BARWALA",859.00,112
HARYANA,"Ladwa state- kurukshetra",798.00,113
HARYANA,"Gurgaon,Delhi",798.00,113
HARYANA,ADAMPUR,744.00,115
HARYANA,"NIT FARIDABAD",741.00,116
HARYANA,haryana,725.00,117
HARYANA,"KUNDLI TDI CITY KINGSBURY",721.00,118
HARYANA,SAMPLA,695.24,119
HARYANA,"Manesar pachgaon",690.00,120
HARYANA,"BHAKALI, Rewari",663.00,121
HARYANA,BHAKALI,635.00,122
HARYANA,"District Fatehabad",626.00,123
HARYANA,ELLENABAD,595.00,124
HARYANA,"Sukhrali Sec 17c Gurgaon",574.00,125
HARYANA,"Sector-86,Faridabad",545.00,126
HARYANA,"Golf course road,  Sector 53, GURUGRAM",517.00,127
HARYANA,"Sector 90, Manesar",517.00,127
HARYANA,Bahaduargarh,499.00,129
HARYANA,"FATEHPUR PUNDRI",491.00,130
HARYANA,Sonepat,486.00,131
HARYANA,"GURUGRAM 122002",477.00,132
HARYANA,LADWA,382.00,133
HARYANA,DADRI,379.00,134
HARYANA,CHHACHHRAULI,376.00,135
HARYANA,RANIA,376.00,135
HARYANA,BARWALA,353.00,137
HARYANA,Gurgaun,331.00,138
HARYANA,shahzadpur,308.00,139
HARYANA,"Jakhal mandi",0.00,140
HARYANA,Jagadhari,0.00,140
"HIMACHAL PRADESH",SHIMLA,146394.95,1
"HIMACHAL PRADESH",Mandi,62203.10,2
"HIMACHAL PRADESH",KANGRA,51303.76,3
"HIMACHAL PRADESH",SOLAN,40006.00,4
"HIMACHAL PRADESH",CHAMBA,29965.66,5
"HIMACHAL PRADESH",NAHAN,26304.85,6
"HIMACHAL PRADESH",Palampur,22895.87,7
"HIMACHAL PRADESH",hamirpur,21973.00,8
"HIMACHAL PRADESH",BILASPUR,20117.00,9
"HIMACHAL PRADESH",KULLU,17824.96,10
"HIMACHAL PRADESH",DHARMSALA,16382.48,11
"HIMACHAL PRADESH","PAONTA SAHIB",14574.13,12
"HIMACHAL PRADESH",RAMPUR,14279.00,13
"HIMACHAL PRADESH",BHOTA,11475.19,14
"HIMACHAL PRADESH",MANALI,11270.00,15
"HIMACHAL PRADESH",UNA,9527.25,16
"HIMACHAL PRADESH",NURPUR,7078.00,17
"HIMACHAL PRADESH",BHUNTAR,6875.48,18
"HIMACHAL PRADESH",NALAGARH,6210.00,19
"HIMACHAL PRADESH",SUNDARNAGAR,5931.00,20
"HIMACHAL PRADESH",JUTOGH,5760.00,21
"HIMACHAL PRADESH",BADDI,5636.19,22
"HIMACHAL PRADESH",KAMAND,5266.00,23
"HIMACHAL PRADESH",DALHOUSIE,4981.43,24
"HIMACHAL PRADESH",Bhunter,4783.00,25
"HIMACHAL PRADESH",Sihunta/samote,4237.00,26
"HIMACHAL PRADESH","Dehra H.O",3558.00,27
"HIMACHAL PRADESH","Nagrota Bagwan",3434.00,28
"HIMACHAL PRADESH",DAULATPUR,3336.00,29
"HIMACHAL PRADESH",PARWANOO,3331.00,30
"HIMACHAL PRADESH","BCS NEW SHIMLA",3297.00,31
"HIMACHAL PRADESH",AUT,2962.43,32
"HIMACHAL PRADESH",NADAUN,2919.38,33
"HIMACHAL PRADESH",KANDAGHAT,2568.00,34
"HIMACHAL PRADESH",KASAULI,2417.00,35
"HIMACHAL PRADESH",ARKI,2314.00,36
"HIMACHAL PRADESH",YOL,2232.00,37
"HIMACHAL PRADESH",GHUMARWIN,2224.00,38
"HIMACHAL PRADESH",SANTOKHGARH,2099.00,39
"HIMACHAL PRADESH",DARLAGHAT,2039.00,40
"HIMACHAL PRADESH",Amb,1975.90,41
"HIMACHAL PRADESH",Theog,1972.00,42
"HIMACHAL PRADESH",SHAHPUR,1890.00,43
"HIMACHAL PRADESH","CHUARI KHAS",1814.00,44
"HIMACHAL PRADESH","BAROTIWALA INDUSTRIAL AREA",1777.00,45
"HIMACHAL PRADESH","District MANDI",1730.00,46
"HIMACHAL PRADESH",SHOGHI,1594.00,47
"HIMACHAL PRADESH",DHARAMSALA,1495.00,48
"HIMACHAL PRADESH",Dharamshala,1356.00,49
"HIMACHAL PRADESH",RENUKA,1326.67,50
"HIMACHAL PRADESH",Badsar,1315.00,51
"HIMACHAL PRADESH","RECKONG PEO",1298.00,52
"HIMACHAL PRADESH","DERA GOPIPUR",1250.00,53
"HIMACHAL PRADESH","Teh. Dharamshala",1245.00,54
"HIMACHAL PRADESH",GAGRET,1201.00,55
"HIMACHAL PRADESH",MEHATPUR,1198.00,56
"HIMACHAL PRADESH",Nermand,1197.00,57
"HIMACHAL PRADESH",DAGSHAI,1173.00,58
"HIMACHAL PRADESH","RATTI INDUSTRIAL AREA",1149.00,59
"HIMACHAL PRADESH","Village challah p.o Gutkar",1149.00,59
"HIMACHAL PRADESH","Distt - Mandi",1126.00,61
"HIMACHAL PRADESH",ROHRU,1112.00,62
"HIMACHAL PRADESH","District kangra tehsil. Dheera",1111.00,63
"HIMACHAL PRADESH",JHAKHRI,1104.00,64
"HIMACHAL PRADESH","Baddi Industrial Area",998.00,65
"HIMACHAL PRADESH","Mohli, Dharamshala",990.00,66
"HIMACHAL PRADESH","Dist una",932.00,67
"HIMACHAL PRADESH",Sarkaghat,930.00,68
"HIMACHAL PRADESH","DHARAMPUR INDUSTRIAL ESTATE",924.00,69
"HIMACHAL PRADESH",Sundernagar,876.62,70
"HIMACHAL PRADESH",SHIMLA-717009,872.00,71
"HIMACHAL PRADESH",WAKNAGHAT,852.00,72
"HIMACHAL PRADESH",sundernagr,847.00,73
"HIMACHAL PRADESH",Barmana,832.00,74
"HIMACHAL PRADESH",Mohal,832.00,74
"HIMACHAL PRADESH","RAMPUR BUSHAHR",799.00,76
"HIMACHAL PRADESH",Kasol,799.00,76
"HIMACHAL PRADESH",RAWALSAR,771.00,78
"HIMACHAL PRADESH",Bhoranj,771.00,78
"HIMACHAL PRADESH",JAWALAMUKHI,759.00,80
"HIMACHAL PRADESH",JOGINDARNAGAR,700.00,81
"HIMACHAL PRADESH",KULLUKullu,698.00,82
"HIMACHAL PRADESH",Baldwara,653.00,83
"HIMACHAL PRADESH","YOI cantt",645.00,84
"HIMACHAL PRADESH","alampur, kangra",597.00,85
"HIMACHAL PRADESH",JUNGA,597.00,85
"HIMACHAL PRADESH",Distt.SHIMLA,574.00,87
"HIMACHAL PRADESH","Mandi,",499.00,88
"HIMACHAL PRADESH","Sbi Fagu",495.00,89
"HIMACHAL PRADESH",DHARMSHALA,487.00,90
"HIMACHAL PRADESH","Kasumpti SHIMLA",487.00,90
"HIMACHAL PRADESH",KOTKHAI,471.43,92
"HIMACHAL PRADESH",Durah,471.00,93
"HIMACHAL PRADESH",Baloh,431.00,94
"HIMACHAL PRADESH",RAJGARH,368.00,95
"HIMACHAL PRADESH","KALA AMB",357.00,96
"HIMACHAL PRADESH",Indora,329.00,97
"HIMACHAL PRADESH","Joginder Nagar",301.00,98
"HIMACHAL PRADESH","SUNDARNAGAR Distt Mandi",278.10,99
"HIMACHAL PRADESH","NAHAN, Sirmour",0.00,100
"HIMACHAL PRADESH","Nerchowk Mandi",0.00,100
"HIMACHAL PRADESH",SABATHU,0.00,100
"HIMACHAL PRADESH","SHIVNAGARI HOLI INDUSTRIAL ESTATE",0.00,100
"HIMACHAL PRADESH",BAROH,0.00,100
"HIMACHAL PRADESH","GAGRET INDUSTRIAL AREA",0.00,100
"HIMACHAL PRADESH",Totu,0.00,100
"HIMACHAL PRADESH",53miles,0.00,100
"HIMACHAL PRADESH",Khairi,0.00,100
"JAMMU & KASHMIR",Jammu,227671.54,1
"JAMMU & KASHMIR",SRINAGAR,179613.43,2
"JAMMU & KASHMIR",LEH,25841.38,3
"JAMMU & KASHMIR",KATHUA,20713.05,4
"JAMMU & KASHMIR",UDHAMPUR,18379.00,5
"JAMMU & KASHMIR",KULGAM,17886.58,6
"JAMMU & KASHMIR",SAMBA,10344.69,7
"JAMMU & KASHMIR",MARALIA,10289.72,8
"JAMMU & KASHMIR","VIJAY PORE",9813.19,9
"JAMMU & KASHMIR",NAGROTA,8811.31,10
"JAMMU & KASHMIR",KATRA,8060.43,11
"JAMMU & KASHMIR",Budgam,7263.00,12
"JAMMU & KASHMIR",Anantnag,6443.00,13
"JAMMU & KASHMIR",BARAMULA,5585.00,14
"JAMMU & KASHMIR",AKHNOOR,5578.57,15
"JAMMU & KASHMIR",HIRANAGAR,4396.00,16
"JAMMU & KASHMIR",REHAMBAL,3570.00,17
"JAMMU & KASHMIR",BHALWAL,3524.00,18
"JAMMU & KASHMIR",ARNIA,3489.00,19
"JAMMU & KASHMIR",RANBIRSINGHPORA,3145.00,20
"JAMMU & KASHMIR",SHOPIAN,3033.00,21
"JAMMU & KASHMIR",AWANTIPORA,2904.00,22
"JAMMU & KASHMIR",MAGAM,2382.00,23
"JAMMU & KASHMIR",Janipur,2198.00,24
"JAMMU & KASHMIR",REASI,2031.00,25
"JAMMU & KASHMIR",Badgam,2024.00,26
"JAMMU & KASHMIR",RAJAURI,1798.00,27
"JAMMU & KASHMIR",BHADERWAH,1789.00,28
"JAMMU & KASHMIR",GANDERBAL,1729.00,29
"JAMMU & KASHMIR",BIJBEHARA,1670.00,30
"JAMMU & KASHMIR",RAMGARH,1481.86,31
"JAMMU & KASHMIR",LAKHANPUR,1481.00,32
"JAMMU & KASHMIR","Khumani Chowk,Bemina Budgam",1442.00,33
"JAMMU & KASHMIR",PAMPORA,1432.00,34
"JAMMU & KASHMIR","Miran sahib  jammu",1399.00,35
"JAMMU & KASHMIR",JOURIAN,1361.00,36
"JAMMU & KASHMIR",TALWARA,1299.00,37
"JAMMU & KASHMIR","Jammu, Vijaypur",1299.00,37
"JAMMU & KASHMIR",PULWAMA,1259.00,39
"JAMMU & KASHMIR","vijaypur koulpur",1198.00,40
"JAMMU & KASHMIR",Muthi,1186.00,41
"JAMMU & KASHMIR","Kanipora,Nowgam Srinagar",1164.00,42
"JAMMU & KASHMIR",KALAKOTE,1099.00,43
"JAMMU & KASHMIR","Srinagar city",1099.00,43
"JAMMU & KASHMIR","Srinagar /SRINAGAR",1090.00,45
"JAMMU & KASHMIR",DODA,1031.00,46
"JAMMU & KASHMIR",SOPORE,859.00,47
"JAMMU & KASHMIR","KHAN SAHIB",700.00,48
"JAMMU & KASHMIR",NOWSHEHRA,680.00,49
"JAMMU & KASHMIR",..katra,641.00,50
"JAMMU & KASHMIR","Katra, district reasi",631.00,51
"JAMMU & KASHMIR","JAMMU and kadhmir",631.00,51
"JAMMU & KASHMIR",Kirpind,613.00,53
"JAMMU & KASHMIR",Mendhar,399.00,54
"JAMMU & KASHMIR",CHENANI,376.00,55
"JAMMU & KASHMIR",HANDWARA,318.00,56
"JAMMU & KASHMIR","Udhampur ,jammu kashmir",292.00,57
"JAMMU & KASHMIR",Bishnah,0.00,58
"JAMMU & KASHMIR",TRAL,0.00,58
"JAMMU & KASHMIR",PAMPORE,0.00,58
"JAMMU & KASHMIR",Jammujammu,0.00,58
JHARKHAND,RANCHI,419488.24,1
JHARKHAND,JAMSHEDPUR,268332.26,2
JHARKHAND,DHANBAD,99841.08,3
JHARKHAND,"BOKARO STEEL CITY",96726.97,4
JHARKHAND,Hazaribagh,49312.19,5
JHARKHAND,GIRIDIH,26648.04,6
JHARKHAND,DEOGHAR,19086.00,7
JHARKHAND,DUMKA,16927.72,8
JHARKHAND,DALTONGANJ,16088.72,9
JHARKHAND,"RAMGARH CANTONMENT CIVIL TOWNSHIP",14752.00,10
JHARKHAND,CHAIBASA,13343.95,11
JHARKHAND,PATRATU,12302.00,12
JHARKHAND,KANKE,10803.97,13
JHARKHAND,ARA,9661.00,14
JHARKHAND,MIHIJAM,9056.52,15
JHARKHAND,"JHARIA KHAS",8902.71,16
JHARKHAND,BERMO,8232.00,17
JHARKHAND,"JHUMRI TILAIYA",8230.00,18
JHARKHAND,PAKAUR,7408.00,19
JHARKHAND,KHUNTI,7389.00,20
JHARKHAND,GUMLA,7165.00,21
JHARKHAND,SAHIBGANJ,6877.38,22
JHARKHAND,CHAKRADHARPUR,6832.00,23
JHARKHAND,JAMTARA,6286.00,24
JHARKHAND,GODDA,6057.00,25
JHARKHAND,Chirkunda,5629.72,26
JHARKHAND,KODERMA,5456.00,27
JHARKHAND,KHELARI,5424.00,28
JHARKHAND,PHUSRO,5238.00,29
JHARKHAND,RAMGARH,4884.00,30
JHARKHAND,KIRIBURU,4300.00,31
JHARKHAND,GHATSHILA,3969.00,32
JHARKHAND,MAITHON,3649.26,33
JHARKHAND,MUSABANI,3429.00,34
JHARKHAND,BACHRA,2985.00,35
JHARKHAND,SINDRI,2950.14,36
JHARKHAND,BAHARAGORA,2923.00,37
JHARKHAND,bokaro,2751.00,38
JHARKHAND,DANGUWAPASI,2747.00,39
JHARKHAND,LOHARDAGA,2593.00,40
JHARKHAND,GUA,2472.00,41
JHARKHAND,BARUGHUTU,2358.00,42
JHARKHAND,"BOKARO THERMAL TOWNSHIP",2317.00,43
JHARKHAND,SIMDEGA,2294.00,44
JHARKHAND,HARINA,2280.00,45
JHARKHAND,balumath,2224.00,46
JHARKHAND,CHATRA,2030.00,47
JHARKHAND,SHAHPUR,1998.00,48
JHARKHAND,BARKAKANA,1998.00,48
JHARKHAND,NIRSA,1620.00,50
JHARKHAND,DHANWAR,1504.00,51
JHARKHAND,Sirka,1502.00,52
JHARKHAND,MADHUPUR,1488.00,53
JHARKHAND,GUMIA,1400.00,54
JHARKHAND,"Adityapur/ Jamshedpur",1349.00,55
JHARKHAND,"Post-BOKARO THERMAL Dist- Bokaro",1338.00,56
JHARKHAND,"NIRSA Dist-Dhanbad",1308.00,57
JHARKHAND,KHARKHARI,1250.00,58
JHARKHAND,JAMSHEDPURJamshedpur,1224.00,59
JHARKHAND,Dakra,1194.00,60
JHARKHAND,RAJMAHAL,1163.00,61
JHARKHAND,JADUGORA,1149.00,62
JHARKHAND,JHARIA,1134.00,63
JHARKHAND,RANCHI2,1122.00,64
JHARKHAND,Ghatsila,1091.00,65
JHARKHAND,GOMOH,1075.00,66
JHARKHAND,KATRAS,1074.00,67
JHARKHAND,GARHWA,1060.00,68
JHARKHAND,"BIT Campus Mesra, Ranchi",1059.00,69
JHARKHAND,PATHARDIH,1032.00,70
JHARKHAND,GOBINDPUR,975.00,71
JHARKHAND,"GOBINDPUR dhanbad",969.00,72
JHARKHAND,ICHAK,942.86,73
JHARKHAND,"GOBINDPUR,Dhanbad",918.00,74
JHARKHAND,"West Singhbhum",870.00,75
JHARKHAND,Ramghar,856.00,76
JHARKHAND,KATHHARA,824.00,77
JHARKHAND,BALIAPUR,788.00,78
JHARKHAND,"BOKARO THERMAL",771.00,79
JHARKHAND,GIDI,771.00,79
JHARKHAND,EGARKUNR,759.00,81
JHARKHAND,"RAMGARH CANTONMENT",736.00,82
JHARKHAND,Kumardhubhi,735.00,83
JHARKHAND,ADITYAPUR,735.00,83
JHARKHAND,"DIST. BOKARO",729.00,85
JHARKHAND,"Ramgarh Cantonment township",666.00,86
JHARKHAND,CHARHI,665.00,87
JHARKHAND,MAHESHPUR,655.24,88
JHARKHAND,BISHNUGARH,653.00,89
